ID Group,Group,ID Subgroup,Subgroup,ID Occupation,Occupation,ID Year,Year,ID State,State,Workforce by Occupation and Gender,Workforce by Occupation and Gender Moe,Geography,ID Geography,Slug Geography
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,"Architecture & Engineering Occupations",2013,"2013","04000US36","New York",33511,2974.341103505111,"New York, NY","16000US3651000","new-york-ny"
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2013,"2013","04000US36","New York",31514,3511.67040025114,"New York, NY","16000US3651000","new-york-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,"Community & Social Service Occupations",2013,"2013","04000US36","New York",80966,5078.971647883064,"New York, NY","16000US3651000","new-york-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,"Legal Occupations",2013,"2013","04000US36","New York",75537,5320.363239479048,"New York, NY","16000US3651000","new-york-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2013,"2013","04000US36","New York",244623,8755.503983209648,"New York, NY","16000US3651000","new-york-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2013,"2013","04000US36","New York",194342,8695.233866895129,"New York, NY","16000US3651000","new-york-ny"
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2013,"2013","04000US36","New York",143313,6611.565397090163,"New York, NY","16000US3651000","new-york-ny"
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2013,"2013","04000US36","New York",46960,3455.8807849808704,"New York, NY","16000US3651000","new-york-ny"
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2013,"2013","04000US36","New York",193656,7192.636790496236,"New York, NY","16000US3651000","new-york-ny"
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2013,"2013","04000US36","New York",227239,8098.302105997282,"New York, NY","16000US3651000","new-york-ny"
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2013,"2013","04000US36","New York",189273,7726.185345951778,"New York, NY","16000US3651000","new-york-ny"
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2013,"2013","04000US36","New York",185878,7364.569505408987,"New York, NY","16000US3651000","new-york-ny"
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2013,"2013","04000US36","New York",73776,5023.355452284856,"New York, NY","16000US3651000","new-york-ny"
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2013,"2013","04000US36","New York",34622,3162.0520236074553,"New York, NY","16000US3651000","new-york-ny"
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2013,"2013","04000US36","New York",402698,10882.364908419491,"New York, NY","16000US3651000","new-york-ny"
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2013,"2013","04000US36","New York",480437,10067.625986298855,"New York, NY","16000US3651000","new-york-ny"
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2013,"2013","04000US36","New York",2164,1192.082211930033,"New York, NY","16000US3651000","new-york-ny"
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2013,"2013","04000US36","New York",162164,6916.366459348436,"New York, NY","16000US3651000","new-york-ny"
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2013,"2013","04000US36","New York",78751,5770.530044978537,"New York, NY","16000US3651000","new-york-ny"
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2013,"2013","04000US36","New York",105705,5831.541991617654,"New York, NY","16000US3651000","new-york-ny"
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,"Transportation Occupations",2013,"2013","04000US36","New York",163907,7252.201389922925,"New York, NY","16000US3651000","new-york-ny"
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",24,"Material Moving Occupations",2013,"2013","04000US36","New York",56918,4774.581552345713,"New York, NY","16000US3651000","new-york-ny"
